Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2020,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,20
2022 (FYTD),Remaining,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,1227
2019,Remaining,JUN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,21
2020,FYTD,NOV,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,44
2021,Remaining,APR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1467
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,33450
2020,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,436
2020,Remaining,AUG,Office of Field Operations,UC / Single Minors,El Salvador,Title 42,Expulsions,1
2020,FYTD,DEC,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2019,FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,64
2020,FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,2371
2020,Remaining,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,445
2020,FYTD,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2404
2020,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,159
2019,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,9177
2022 (FYTD),Remaining,MAY,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,438
2020,Remaining,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,74
2022 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,41434
2021,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,386
2022 (FYTD),Remaining,APR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,53610
2022 (FYTD),FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,19
2020,Remaining,MAR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,1293
2021,Remaining,MAR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,39
2022 (FYTD),FYTD,FEB,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,811
2022 (FYTD),Remaining,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,568
2019,FYTD,OCT,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,15
2020,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,50
2020,Remaining,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,
2022 (FYTD),FYTD,FEB,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2019,Remaining,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2997
2022 (FYTD),FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,81
2022 (FYTD),FYTD,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4310
2019,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,109
2021,Remaining,JUN,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,18
2021,Remaining,MAY,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,345
2022 (FYTD),FYTD,NOV,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,23
2020,Remaining,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,6
2019,Remaining,MAR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,278
2022 (FYTD),FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,1235
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,70
2020,Remaining,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,2880
2021,Remaining,APR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2324
2020,Remaining,MAY,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,54
2021,Remaining,JUL,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4254
2019,Remaining,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,5329
2019,FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,89
2021,Remaining,JUN,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,7
2019,FYTD,FEB,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,157
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2555
2021,Remaining,SEP,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,5
2021,Remaining,SEP,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,10603
2020,Remaining,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,343
2019,Remaining,SEP,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,2891
2019,Remaining,SEP,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2082
2021,Remaining,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1463
2020,Remaining,JUN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,234
2021,Remaining,JUN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,400
2022 (FYTD),FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,9785
2020,Remaining,SEP,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,12
2020,Remaining,JUL,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,
2020,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,12
2020,Remaining,MAR,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,2
2022 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,51
2019,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,427
2022 (FYTD),Remaining,APR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,13
2019,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1860
2021,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,879
2019,FYTD,NOV,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2378
2022 (FYTD),FYTD,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,384
2022 (FYTD),FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,738
2021,Remaining,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,37
2019,FYTD,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,12221
2019,Remaining,MAY,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,5
2019,Remaining,MAR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,4
2019,Remaining,JUL,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,19252
2019,FYTD,FEB,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,0
2021,Remaining,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,56
2022 (FYTD),Remaining,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4356
2020,Remaining,SEP,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,2
2019,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,15775
2020,Remaining,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,41
2019,Remaining,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,226
2021,Remaining,JUL,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,138
2021,Remaining,JUL,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1138
2021,Remaining,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,568
2020,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,500
2020,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,436
2021,Remaining,AUG,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,17996
2020,Remaining,MAY,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,450
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,28
2022 (FYTD),Remaining,MAY,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,9
2020,FYTD,JAN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,19
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,39
2022 (FYTD),FYTD,NOV,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2020,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,7
2020,Remaining,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2
2022 (FYTD),FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,159
2020,Remaining,JUL,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1287
2019,Remaining,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,2893
2021,Remaining,JUN,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2021,FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,11
2020,FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,2041
2019,FYTD,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,568
2019,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,829
2022 (FYTD),FYTD,JAN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,20067
2022 (FYTD),FYTD,NOV,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,104
2019,Remaining,JUL,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,1095
2022 (FYTD),FYTD,DEC,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,20
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,1
2019,Remaining,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,88
2020,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,52
2019,Remaining,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,10912
2021,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,643
2020,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,78
2022 (FYTD),FYTD,JAN,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3307
2022 (FYTD),FYTD,DEC,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,70
2021,Remaining,JUL,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,244
2021,Remaining,MAR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,6
2020,Remaining,JUN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,13
2021,Remaining,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2138
2021,Remaining,MAY,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,20
2019,Remaining,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2020,Remaining,JUN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,8
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Honduras,Title 42,Expulsions,1
2020,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,416
2020,Remaining,JUL,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,745
2019,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,969
2020,FYTD,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,1544
2021,FYTD,NOV,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2737
2020,Remaining,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,28
2022 (FYTD),FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1943
2021,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,43
2022 (FYTD),Remaining,MAR,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,18
2021,Remaining,AUG,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2020,Remaining,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,16
2022 (FYTD),Remaining,MAY,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,2
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,118
2019,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,83
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,4411
2021,Remaining,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,89
2019,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1277
2022 (FYTD),FYTD,NOV,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,21
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,1
2022 (FYTD),Remaining,JUN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,4315
2020,Remaining,MAR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,25
2020,Remaining,MAR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2128
2021,FYTD,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,7
2020,Remaining,AUG,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,155
2022 (FYTD),FYTD,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,211
2019,FYTD,NOV,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,0
2020,FYTD,OCT,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,16
2019,Remaining,SEP,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,98
2019,Remaining,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2021,FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1533
2019,FYTD,FEB,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,27
2020,Remaining,JUL,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,14
2020,Remaining,MAR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,573
2022 (FYTD),Remaining,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,503
2020,Remaining,SEP,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,48
2019,Remaining,MAR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2443
2019,FYTD,DEC,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,24
2022 (FYTD),Remaining,APR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,8782
2021,Remaining,APR,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,791
2020,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,2813
2021,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,6368
2020,Remaining,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,72
2022 (FYTD),Remaining,MAR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,56038
2021,Remaining,APR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,73
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1110
2020,Remaining,SEP,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,2
2020,FYTD,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,14134
2019,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3219
2020,Remaining,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,37
2021,Remaining,JUL,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,667
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1927
2021,Remaining,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,118
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,685
2022 (FYTD),FYTD,FEB,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1
2019,FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,84
2019,Remaining,SEP,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,84
2021,Remaining,JUN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,619
2020,Remaining,APR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,9946
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,4714
2019,FYTD,NOV,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,66
2021,Remaining,APR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,1
2020,FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,2799
2019,FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1340
2022 (FYTD),FYTD,NOV,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,13
2019,Remaining,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,15964
2022 (FYTD),Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,1
2021,Remaining,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2854
2019,Remaining,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,2219
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,7798
2021,Remaining,JUL,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,7928
2019,Remaining,AUG,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,2
2019,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2826
2019,Remaining,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,13319
2021,Remaining,JUL,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,18
2022 (FYTD),Remaining,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,34
2022 (FYTD),FYTD,JAN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,155
2022 (FYTD),FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,31
2021,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,8
2020,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,4
2022 (FYTD),FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,18
2020,Remaining,JUN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,
2021,Remaining,AUG,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,19028
2020,FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,8
2019,Remaining,APR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,11
2022 (FYTD),FYTD,FEB,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,9
2020,Remaining,AUG,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6
2021,Remaining,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,151
2021,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,320
2020,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,543
2022 (FYTD),FYTD,JAN,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,7
2021,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,2066
2020,Remaining,APR,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,1575
2019,Remaining,APR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,55
2020,Remaining,JUN,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,6
2019,Remaining,SEP,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,888
2020,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,47
2021,FYTD,DEC,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,72
2021,Remaining,MAR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,41
2020,FYTD,NOV,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,2
2021,Remaining,JUN,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1204
2020,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2995
2022 (FYTD),FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,622
